"feature_id"	"type"	"function."	"evidence_codes"
"fig|1578.151.peg.30"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.31"	"peg"	"Mobile element protein"	"ff"
"fig|1578.151.peg.32"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.33"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.34"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.35"	"peg"	"Signal peptidase I (EC 3.4.21.89)"	"idu(1);Signal_peptidase idu(1);CBSS-176299.4.peg.1292"
"fig|1578.151.peg.36"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.37"	"peg"	"FIG01118918: hypothetical protein"	"ff"
"fig|1578.151.peg.38"	"peg"	"Glyoxylate reductase (EC 1.1.1.79) / Glyoxylate reductase (EC 1.1.1.26) / Hydroxypyruvate reductase (EC 1.1.1.81)"	"isu;Glycerate_metabolism isu;Glycolate,_glyoxylate_interconversions isu;Glycolate,_glyoxylate_interconversions isu;Glycolate,_glyoxylate_interconversions"
"fig|1578.151.peg.39"	"peg"	"PTS system, cellobiose-specific IIC component (EC 2.7.1.69)"	"idu(6);Beta-Glucoside_Metabolism"
"fig|1578.151.peg.40"	"peg"	"Phosphosugar-binding transcriptional regulator, RpiR family"	""
"fig|1578.151.peg.41"	"peg"	"Trehalose-6-phosphate hydrolase (EC 3.2.1.93)"	"icw(2);Trehalose_Uptake_and_Utilization"
"fig|1578.151.peg.42"	"peg"	"Trehalose operon transcriptional repressor"	"isu;Trehalose_Uptake_and_Utilization"
"fig|1578.151.peg.43"	"peg"	"PTS system, trehalose-specific IIB component (EC 2.7.1.69) / PTS system, trehalose-specific IIC component (EC 2.7.1.69)"	"icw(1);Trehalose_Uptake_and_Utilization icw(2);Trehalose_Uptake_and_Utilization"
"fig|1578.151.peg.44"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.45"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.46"	"peg"	"Glycerol-3-phosphate transporter"	"isu;Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization"
"fig|1578.151.peg.47"	"peg"	"4-carboxymuconolactone decarboxylase (EC 4.1.1.44)"	"idu(1);Protocatechuate_branch_of_beta-ketoadipate_pathway idu(1);Pyrene_degradation"
"fig|1578.151.peg.48"	"peg"	"transcriptional regulator"	"ff"
"fig|1578.151.peg.49"	"peg"	"cell surface hydrolase (putative)"	"ff"
"fig|1578.151.peg.50"	"peg"	"1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)"	"isu;Thiamin_biosynthesis isu;Pyridoxin_(Vitamin_B6)_Biosynthesis isu;Isoprenoid_Biosynthesis"
"fig|1578.151.peg.51"	"peg"	"2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)"	"isu;Glycerate_metabolism isu;Allantoin_Utilization isu;D-galactarate,_D-glucarate_and_D-glycerate_catabolism isu;D-galactarate,_D-glucarate_and_D-glycerate_catabolism_-_gjo"
"fig|1578.151.peg.52"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.53"	"peg"	"Putative FMN hydrolase (EC 3.1.3.-); 5-Amino-6-(5'-phosphoribitylamino)uracil phosphatase"	"isu;Riboflavin,_FMN_and_FAD_metabolism_in_plants isu;Riboflavin,_FMN_and_FAD_metabolism"
"fig|1578.151.peg.54"	"peg"	"Pyrroline-5-carboxylate reductase (EC 1.5.1.2)"	"isu;Proline_Synthesis isu;CBSS-630.2.peg.3360"
"fig|1578.151.peg.55"	"peg"	"D-lactate dehydrogenase (EC 1.1.1.28)"	"idu(2);Fermentations:_Lactate idu(2);Fermentations:_Mixed_acid"
"fig|1578.151.peg.56"	"peg"	"Exodeoxyribonuclease III (EC 3.1.11.2)"	"isu;DNA_repair,_bacterial"
"fig|1578.151.peg.57"	"peg"	"putative phage DEAD box family helicase"	"ff"
"fig|1578.151.peg.58"	"peg"	"penicillin-binding protein"	"ff"
"fig|1578.151.rna.2"	"rna"	"5S RNA"	""
"fig|1578.151.rna.3"	"rna"	"tRNA-Asn-GTT"	""
"fig|1578.151.peg.59"	"peg"	"contains transcriptional regulator helix-turn-helix domain, lysR family"	"ff"
"fig|1578.151.peg.60"	"peg"	"Fumarate reductase flavoprotein subunit (EC 1.3.99.1)"	"idu(11);Succinate_dehydrogenase"
"fig|1578.151.peg.61"	"peg"	"2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (EC 2.7.8.25)"	"isu;Citrate_Metabolism,_Transport,_and_Regulation"
"fig|1578.151.peg.62"	"peg"	"Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)"	""
"fig|1578.151.peg.63"	"peg"	"transcriptional regulator, LysR family"	""
"fig|1578.151.peg.64"	"peg"	"Butyryl-CoA dehydrogenase (EC 1.3.99.2)"	"ff"
"fig|1578.151.peg.65"	"peg"	"FIG01078008: hypothetical protein"	"ff"
"fig|1578.151.peg.66"	"peg"	"Butyryl-CoA dehydrogenase (EC 1.3.99.2)"	"ff"
"fig|1578.151.peg.67"	"peg"	"Electron transfer flavoprotein, beta subunit"	"isu;Lysine_fermentation isu;Heme,_hemin_uptake_and_utilization_systems_in_GramNegatives"
"fig|1578.151.peg.68"	"peg"	"Electron transfer flavoprotein, alpha subunit"	"icw(1);Lysine_fermentation"
"fig|1578.151.peg.69"	"peg"	"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)"	"isu;n-Phenylalkanoic_acid_degradation isu;Fatty_acid_metabolism_cluster isu;Biotin_biosynthesis"
"fig|1578.151.peg.70"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.71"	"peg"	"Putative transport system permease protein"	""
"fig|1578.151.peg.72"	"peg"	"Fumarate reductase flavoprotein subunit (EC 1.3.99.1)"	"idu(11);Succinate_dehydrogenase"
"fig|1578.151.peg.73"	"peg"	"Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)"	"isu;Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate) isu;Quinate_degradation"
"fig|1578.151.peg.74"	"peg"	"3-dehydroquinate dehydratase I (EC 4.2.1.10)"	"icw(1);Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate) icw(1);Quinate_degradation"
"fig|1578.151.peg.75"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.76"	"peg"	"FIG00742716: hypothetical protein"	"ff"
"fig|1578.151.peg.77"	"peg"	"contains glycosyl transferase family 8 domain"	"ff"
"fig|1578.151.peg.78"	"peg"	"contains glycosyl transferase family 8 domain"	"ff"
"fig|1578.151.peg.79"	"peg"	"FIG00742203: hypothetical protein"	"ff"
"fig|1578.151.peg.80"	"peg"	"Deoxyribose-phosphate aldolase (EC 4.1.2.4)"	"isu;Deoxyribose_and_Deoxynucleoside_Catabolism"
"fig|1578.151.peg.81"	"peg"	"Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family"	"idu(1);Chitin_and_N-acetylglucosamine_utilization"
"fig|1578.151.rna.4"	"rna"	"tRNA-Lys-CTT"	""
"fig|1578.151.rna.5"	"rna"	"tRNA-Lys-CTT"	""
"fig|1578.151.peg.82"	"peg"	"Two-component response regulator SA14-24"	"isu;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives icw(2);SA:14-24"
"fig|1578.151.peg.83"	"peg"	"Two-component sensor kinase SA14-24"	"icw(1);Heme,_hemin_uptake_and_utilization_systems_in_GramPositives isu;SA:14-24"
"fig|1578.151.peg.84"	"peg"	"FIG011501: YycH protein"	"icw(1);SA:14-24"
"fig|1578.151.peg.85"	"peg"	"Distant homolog of hypothetical protein SA_21"	"ff"
"fig|1578.151.peg.86"	"peg"	"Zn-dependent hydrolase (beta-lactamase superfamily)"	"ff"
"fig|1578.151.peg.87"	"peg"	"Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)"	"icw(2);SA:14-24"
"fig|1578.151.peg.88"	"peg"	"LSU m3Psi1915 methyltransferase RlmH"	"icw(2);SA:14-24 isu;RNA_methylation isu;Ribosome_biogenesis_bacterial"
"fig|1578.151.peg.89"	"peg"	"Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"	"isu;Thiamin_biosynthesis isu;ECF_class_transporters"
"fig|1578.151.peg.90"	"peg"	"Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"	"icw(1);ECF_class_transporters"
"fig|1578.151.peg.91"	"peg"	"Transcriptional regulator, AraC family"	""
"fig|1578.151.peg.92"	"peg"	"Heat shock protein HtpX (EC 3.4.24.-)"	"isu;CBSS-393011.11.peg.386"
"fig|1578.151.peg.93"	"peg"	"LemA protein"	"icw(1);CBSS-393011.11.peg.386"
"fig|1578.151.peg.94"	"peg"	"Arsenic efflux pump protein"	"isu;Arsenic_resistance"
"fig|1578.151.peg.95"	"peg"	"FIG00743218: hypothetical protein"	"ff"
"fig|1578.151.peg.96"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.97"	"peg"	"FIG00746833: hypothetical protein"	"ff"
"fig|1578.151.peg.98"	"peg"	"Chitinase (EC 3.2.1.14)"	"isu;Chitin_and_N-acetylglucosamine_utilization"
"fig|1578.151.peg.99"	"peg"	"FIG00743906: hypothetical protein"	""
"fig|1578.151.peg.100"	"peg"	"CRISPR-associated helicase Cas3"	"isu;CRISPRs"
"fig|1578.151.peg.101"	"peg"	"CRISPR-associated protein, Cse1 family"	"icw(5);CRISPRs"
"fig|1578.151.peg.102"	"peg"	"CRISPR-associated protein, Cse2 family"	"icw(4);CRISPRs"
"fig|1578.151.peg.103"	"peg"	"CRISPR-associated protein, Cse4 family"	"icw(3);CRISPRs icw(2);CBSS-216592.1.peg.3534"
"fig|1578.151.peg.104"	"peg"	"CRISPR-associated protein, Cas5e family"	"icw(5);CRISPRs icw(3);CBSS-216592.1.peg.3534"
"fig|1578.151.peg.105"	"peg"	"CRISPR-associated protein, Cse3 family"	"isu;CRISPRs isu;CBSS-216592.1.peg.3534"
"fig|1578.151.peg.106"	"peg"	"CRISPR-associated protein Cas1"	"icw(1);CRISPRs icw(1);CBSS-216592.1.peg.3534"
"fig|1578.151.peg.107"	"peg"	"CRISPR-associated protein, Cas2"	"icw(4);CBSS-216592.1.peg.3534"
"fig|1578.151.peg.108"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.109"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.110"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.111"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.112"	"peg"	"FIG00743906: hypothetical protein"	""
"fig|1578.151.peg.113"	"peg"	"Bacteriocin helveticin J"	""
"fig|1578.151.peg.114"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.115"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.116"	"peg"	"Lyzozyme M1 (1,4-beta-N-acetylmuramidase) (EC 3.2.1.17)"	""
"fig|1578.151.peg.117"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.118"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.119"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.120"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.121"	"peg"	"ATPase, AAA family"	"ff"
"fig|1578.151.peg.122"	"peg"	"Mobile element protein"	"ff"
"fig|1578.151.peg.123"	"peg"	"Mobile element protein"	""
"fig|1578.151.peg.124"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.125"	"peg"	"Mobile element protein"	"ff"
"fig|1578.151.peg.126"	"peg"	"ABC transporter, ATP-binding protein"	"ff"
"fig|1578.151.peg.127"	"peg"	"ABC-type antimicrobial peptide transport system, permease component"	"ff"
"fig|1578.151.peg.128"	"peg"	"Mobile element protein"	""
"fig|1578.151.peg.129"	"peg"	"Amino acid transport ATP-binding protein"	"ff"
"fig|1578.151.peg.130"	"peg"	"ABC-type amino acid transport system, permease component"	"ff"
"fig|1578.151.peg.131"	"peg"	"DNA-3-methyladenine glycosylase II (EC 3.2.2.21)"	"isu;DNA_Repair_Base_Excision"
"fig|1578.151.peg.132"	"peg"	"FIG016027: protein of unknown function YeaO"	""
"fig|1578.151.peg.133"	"peg"	"TerC-like integral membrane protein"	"ff"
"fig|1578.151.peg.134"	"peg"	"NAD-dependent protein deacetylase of SIR2 family"	"isu;Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate isu;Redox-dependent_regulation_of_nucleus_processes"
"fig|1578.151.peg.135"	"peg"	"Aspartate--ammonia ligase (EC 6.3.1.1)"	"isu;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis"
"fig|1578.151.peg.136"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.137"	"peg"	"Cardiolipin synthetase (EC 2.7.8.-)"	"isu;Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria isu;Cardiolipin_synthesis"
"fig|1578.151.peg.138"	"peg"	"cell surface hydrolase (putative)"	"ff"
"fig|1578.151.peg.139"	"peg"	"Ribonuclease HI (EC 3.1.26.4)"	"isu;CBSS-342610.3.peg.1536 isu;Ribonuclease_H"
"fig|1578.151.peg.140"	"peg"	"Extracellular protein"	"ff"
"fig|1578.151.peg.141"	"peg"	"contains glycosyl transferase family 2 region"	"ff"
"fig|1578.151.peg.142"	"peg"	"Alpha/beta hydrolase fold (EC 3.8.1.5)"	"ff"
"fig|1578.151.peg.143"	"peg"	"extracellular protein"	""
"fig|1578.151.peg.144"	"peg"	"Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)"	"idu(1);Transcription_repair_cluster idu(1);Pentose_phosphate_pathway idu(1);De_Novo_Purine_Biosynthesis"
"fig|1578.151.peg.145"	"peg"	"Transcriptional regulator, TetR family"	""
"fig|1578.151.peg.146"	"peg"	"FIG00744040: hypothetical protein"	"ff"
"fig|1578.151.peg.147"	"peg"	"Nucleoside 2-deoxyribosyltransferase"	"ff"
"fig|1578.151.peg.148"	"peg"	"D-alanine--D-alanine ligase (EC 6.3.2.4)"	"isu;Peptidoglycan_biosynthesis--gjo isu;cell_division_cluster_containing_FtsQ isu;Peptidoglycan_Biosynthesis"
"fig|1578.151.peg.149"	"peg"	"contains chromosome segregation ATPase domain"	"ff"
"fig|1578.151.peg.150"	"peg"	"Transporter"	"ff"
"fig|1578.151.peg.151"	"peg"	"Integral membrane protein"	"ff"
"fig|1578.151.peg.152"	"peg"	"Lipase/esterase"	"ff"
"fig|1578.151.peg.153"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.154"	"peg"	"putative aggregation promoting protein"	"ff"
"fig|1578.151.peg.155"	"peg"	"Lysyl aminopeptidase (EC 3.4.11.15)"	"ff"
"fig|1578.151.peg.156"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.157"	"peg"	"ErfK/YbiS/YcfS/YnhG family protein, putative"	"ff"
"fig|1578.151.peg.158"	"peg"	"Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)"	"ff"
"fig|1578.151.peg.159"	"peg"	"Substrate-specific component PanT of predicted pantothenate ECF transporter"	"isu;ECF_class_transporters isu;Coenzyme_A_Biosynthesis"
"fig|1578.151.peg.160"	"peg"	"ABC transporter, ATP-binding protein"	"ff"
"fig|1578.151.peg.161"	"peg"	"ABC-type antimicrobial peptide transport system, permease component"	"ff"
"fig|1578.151.peg.162"	"peg"	"Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)"	"icw(3);ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)"
"fig|1578.151.peg.163"	"peg"	"High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)"	"isu;ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)"
"fig|1578.151.peg.164"	"peg"	"Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)"	"icw(2);ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)"
"fig|1578.151.peg.165"	"peg"	"Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)"	"icw(4);ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)"
"fig|1578.151.peg.166"	"peg"	"Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)"	"icw(1);ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)"
"fig|1578.151.peg.167"	"peg"	"Hypothetical, related to broad specificity phosphatases COG0406"	"ff"
"fig|1578.151.peg.168"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.169"	"peg"	"Superfamily I DNA and RNA helicases"	"ff"
"fig|1578.151.peg.170"	"peg"	"GNAT family acetyltransferase YjcF"	"ff"
"fig|1578.151.peg.171"	"peg"	"Pantothenate kinase (EC 2.7.1.33)"	"isu;Coenzyme_A_Biosynthesis"
"fig|1578.151.peg.172"	"peg"	"Translation elongation factor P"	"idu(1);Translation_elongation_factor_P_lysylation idu(1);Translation_elongation_factors_bacterial"
"fig|1578.151.peg.173"	"peg"	"Sialic acid utilization regulator, RpiR family"	"icw(2);Sialic_Acid_Metabolism"
"fig|1578.151.peg.174"	"peg"	"Protein tyrosine phosphatase (EC 3.1.3.48)"	""
"fig|1578.151.peg.175"	"peg"	"PTS system, mannose-specific IIA component"	"ff"
"fig|1578.151.peg.176"	"peg"	"PTS system, mannose-specific IIB component (EC 2.7.1.69)"	"idu(4);Mannose_Metabolism idu(4);Sialic_Acid_Metabolism"
"fig|1578.151.peg.177"	"peg"	"PTS system, mannose-specific IIC component (EC 2.7.1.69)"	"icw(1);Mannose_Metabolism icw(1);Sialic_Acid_Metabolism"
"fig|1578.151.peg.178"	"peg"	"PTS system, mannose-specific IID component"	"ff"
"fig|1578.151.peg.179"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.180"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.181"	"peg"	"PTS system, fructose- and mannose-inducible putative EII component"	""
"fig|1578.151.peg.182"	"peg"	"Transcriptional repressor of the fructose operon, DeoR family"	"idu(2);Fructose_utilization"
"fig|1578.151.peg.183"	"peg"	"Probable L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-) (L-ascorbate utilization protein G)"	"icw(4);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.151.peg.184"	"peg"	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"icw(3);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.151.peg.185"	"peg"	"Ascorbate-specific PTS system, EIIC component"	"icw(6);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.151.peg.186"	"peg"	"Ascorbate-specific PTS system, EIIB component (EC 2.7.1.69)"	"icw(5);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.151.peg.187"	"peg"	"3-keto-L-gulonate 6-phosphate decarboxylase"	"icw(1);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.151.peg.188"	"peg"	"L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-)"	"icw(2);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.151.peg.189"	"peg"	"L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)"	"idu(1);L-ascorbate_utilization_(and_related_gene_clusters) idu(1);L-Arabinose_utilization"
"fig|1578.151.peg.190"	"peg"	"FIG00744604: hypothetical protein"	"ff"
"fig|1578.151.peg.191"	"peg"	"UPF0246 protein YaaA"	"ff"
"fig|1578.151.peg.192"	"peg"	"Phosphoglycerate mutase (EC 5.4.2.1)"	"idu(2);Entner-Doudoroff_Pathway idu(2);Phosphoglycerate_mutase_protein_family idu(2);Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes idu(2);Glycolysis_and_Gluconeogenesis"
"fig|1578.151.peg.193"	"peg"	"Transcriptional regulator, TetR family"	""
"fig|1578.151.peg.194"	"peg"	"ABC transporter permease component"	"ff"
"fig|1578.151.peg.195"	"peg"	"ABC transporter ATP-binding protein"	"ff"
"fig|1578.151.peg.196"	"peg"	"FIG00742308: hypothetical protein"	"ff"
"fig|1578.151.peg.197"	"peg"	"Transcriptional regulator, TetR family"	""
"fig|1578.151.peg.198"	"peg"	"Fumarate reductase, flavoprotein subunit precursor (EC 1.3.99.1)"	"ff"
"fig|1578.151.peg.199"	"peg"	"Fumarate reductase, flavoprotein subunit precursor (EC 1.3.99.1)"	"ff"
"fig|1578.151.peg.200"	"peg"	"Protein tyrosine/serine phosphatase"	"ff"
"fig|1578.151.peg.201"	"peg"	"Hypothetical similar to thiamin biosynthesis lipoprotein ApbE"	"idu(2);Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes"
"fig|1578.151.peg.202"	"peg"	"FIG00743588: hypothetical protein"	"ff"
"fig|1578.151.peg.203"	"peg"	"rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB"	"isu;RNA_modification_and_chromosome_partitioning_cluster isu;RNA_methylation icw(2);Cell_Division_Subsystem_including_YidCD"
"fig|1578.151.peg.204"	"peg"	"Chromosome (plasmid) partitioning protein ParB"	"icw(2);RNA_modification_and_chromosome_partitioning_cluster icw(1);Cell_Division_Subsystem_including_YidCD icw(1);Bacterial_Cytoskeleton icw(1);Plasmid_replication"
"fig|1578.151.peg.205"	"peg"	"Chromosome (plasmid) partitioning protein ParA"	"icw(3);RNA_modification_and_chromosome_partitioning_cluster isu;Bacterial_Cell_Division isu;Ribosome_post-transcriptional_modification_and_chromosomal_segregation_cluster icw(3);Cell_Division_Subsystem_including_YidCD icw(2);Bacterial_Cytoskeleton icw(2);Plasmid_replication"
"fig|1578.151.peg.206"	"peg"	"Chromosome (plasmid) partitioning protein ParB"	"icw(2);RNA_modification_and_chromosome_partitioning_cluster icw(1);Cell_Division_Subsystem_including_YidCD icw(1);Bacterial_Cytoskeleton icw(1);Plasmid_replication"
"fig|1578.151.peg.207"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.208"	"peg"	"GTP-binding and nucleic acid-binding protein YchF"	"isu;Universal_GTPases"
"fig|1578.151.peg.209"	"peg"	"Integral membrane protein"	""
"fig|1578.151.peg.210"	"peg"	"ABC transporter ATPase and permease components"	"ff"
"fig|1578.151.peg.211"	"peg"	"ABC-type multidrug transport system, ATPase and permease components"	"ff"
"fig|1578.151.peg.212"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.213"	"peg"	"DNA-binding response regulator, OmpR family"	"ff"
"fig|1578.151.peg.214"	"peg"	"Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)"	"isu;Potassium_homeostasis"
"fig|1578.151.peg.215"	"peg"	"UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase (EC 6.3.2.7)"	"isu;Peptidoglycan_biosynthesis--gjo"
"fig|1578.151.peg.216"	"peg"	"Aspartate racemase (EC 5.1.1.13)"	"isu;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis"
"fig|1578.151.peg.217"	"peg"	"hypothetical protein"	""
"fig|1578.151.peg.218"	"peg"	"ABC transporter ATP-binding/membrane spanning protein - multidrug resistance"	""
"fig|1578.151.peg.219"	"peg"	"Methionine ABC transporter ATP-binding protein"	"idu(1);Methionine_Degradation idu(1);Methionine_Biosynthesis"
"fig|1578.151.peg.220"	"peg"	"ABC transporter permease protein"	"ff"
"fig|1578.151.peg.221"	"peg"	"ABC transporter substrate-binding protein"	"ff"
"fig|1578.151.peg.222"	"peg"	"PTS system, mannose-specific IID component"	"ff"
"fig|1578.151.peg.223"	"peg"	"PTS system, IIA component, putative"	"ff"
"fig|1578.151.peg.224"	"peg"	"PTS system, IIB component"	"ff"
"fig|1578.151.peg.225"	"peg"	"FIG00751449: hypothetical protein"	"ff"
"fig|1578.151.peg.226"	"peg"	"PTS system, mannose-specific IID component"	"ff"
"fig|1578.151.peg.227"	"peg"	"Mg(2+) transport ATPase protein C"	"isu;Magnesium_transport"
"fig|1578.151.peg.228"	"peg"	"RNA polymerase sigma-54 factor RpoN"	"isu;CBSS-316057.3.peg.1308 isu;Flagellar_motility isu;Flagellum isu;Transcription_initiation,_bacterial_sigma_factors"
"fig|1578.151.peg.229"	"peg"	"Oxidoreductase, aldo/keto reductase family"	"ff"
"fig|1578.151.peg.230"	"peg"	"CRISPR-associated protein, Csn1 family"	"isu;CRISPRs"
"fig|1578.151.peg.231"	"peg"	"CRISPR-associated protein Cas1"	"icw(2);CRISPRs idu(1);CBSS-216592.1.peg.3534"
"fig|1578.151.peg.232"	"peg"	"CRISPR-associated protein Cas2"	"icw(1);CRISPRs"
"fig|1578.151.peg.233"	"peg"	"CRISPR-associated protein, SAG0897 family"	""
